merchant,category,amt,trans_date_trans_time,first,last
Online Service Fee,misc_net,4.1,2019-01-01 04:28:00,Melinda,Gutierrez
Walmart Online,shopping_net,2.67,2019-01-01 04:28:15,Christopher,Horn
CVS Pharmacy,misc_pos,22.88,2019-01-01 04:29:14,Felicia,Mckee
Personal Loan,misc_pos,9.59,2019-01-01 04:29:18,Daniel,Cain
Costco Wholesale,grocery_pos,129.06,2019-01-01 04:32:09,Theresa,Blackwell
Movie Tickets,entertainment,16.71,2019-01-01 04:32:24,Cody,Miller
PayPal Payment,misc_net,6.0,2019-01-01 04:32:59,Melissa,Mcclure
Uber Ride,gas_transport,59.03,2019-01-01 04:33:40,Steven,Faulkner
Subway Fare,gas_transport,63.89,2019-01-01 04:34:51,Andrew,Mcgee
Chevron Gas,gas_transport,67.45,2019-01-01 04:36:19,Laura,Casey
Exxon Mobil Gas,gas_transport,42.14,2019-01-01 04:37:10,Linda,Hurst
Citgo Gas,gas_transport,55.81,2019-01-01 04:37:13,Susan,Washington
Dollar Tree,misc_pos,8.61,2019-01-01 04:37:23,Mary,Lewis
App Store Purchase,misc_net,2.73,2019-01-01 04:37:51,Stephanie,Crane
BP Gas Station,gas_transport,71.54,2019-01-01 04:38:19,Margaret,Lam
Gas Fill Up,gas_transport,51.75,2019-01-01 04:39:20,Savannah,Lewis
Texaco Station,gas_transport,84.46,2019-01-01 04:39:58,Michelle,Gregory
Sams Club,grocery_pos,175.51,2019-01-01 04:40:53,Kristina,Stewart
Peapod Delivery,grocery_net,66.01,2019-01-01 04:42:09,Debra,Stark
Shell Gas Station,gas_transport,60.2,2019-01-01 04:42:23,Jacqueline,Curry
Citgo Gas,gas_transport,52.81,2019-01-01 04:42:59,Marcia,Molina
Sunoco Gas,gas_transport,69.64,2019-01-01 04:43:26,Jack,Hill
App Store Purchase,misc_net,195.41,2019-01-01 04:44:38,Allison,Allen
Online Subscription,misc_net,6.77,2019-01-01 04:44:48,Shelby,Mitchell
Food 4 Less,grocery_pos,124.7,2019-01-01 04:45:43,Monica,Cohen
Marshall Store,shopping_pos,1.75,2019-01-01 04:48:46,Andrea,Cruz
Internet Order,shopping_net,9.34,2019-01-01 04:50:40,Tara,Richards
Target Grocery,grocery_pos,209.89,2019-01-01 04:52:32,Jessica,Ward
Walmart Shopping,shopping_pos,2.16,2019-01-01 04:52:39,Joshua,Mendoza
IGA Grocery,grocery_pos,236.18,2019-01-01 04:55:19,Ana,Mccormick
Lyft Ride,gas_transport,57.36,2019-01-01 04:55:50,Lindsay,Wilson
Chevron Gas,gas_transport,55.99,2019-01-01 04:56:01,Adam,Santos
Macys Department,shopping_pos,4.58,2019-01-01 04:56:40,Joseph,Spencer
Citgo Gas,gas_transport,61.39,2019-01-01 04:57:58,Stephanie,Gill
Software License,misc_net,5.38,2019-01-01 04:58:03,Warren,Daniels
Whole Foods Market,grocery_pos,101.82,2019-01-01 04:58:14,John,Miller
Yellow Cab,gas_transport,48.93,2019-01-01 04:58:24,Krystal,Gamble
Costco Wholesale,grocery_pos,88.53,2019-01-01 04:59:12,William,Hunter
Etsy Handmade,shopping_net,78.56,2019-01-01 04:59:14,Ryan,Johnson
Aldi Grocery,grocery_pos,62.13,2019-01-01 05:00:03,Linda,Davis
Target Grocery Online,grocery_net,49.54,2019-01-01 05:01:34,Michelle,Johnston
Amazon Purchase,shopping_net,3.17,2019-01-01 05:01:55,Kayla,Obrien
Loan Payment,misc_pos,16.85,2019-01-01 05:02:02,Morgan,Murray
Apple Music,entertainment,9.11,2019-01-01 05:03:00,Mary,Myers
Texaco Station,gas_transport,43.76,2019-01-01 05:04:36,Lisa,Collins
Overstock Online,shopping_net,95.95,2019-01-01 05:04:45,Christian,Roman
Internet Payment,misc_net,1.13,2019-01-01 05:05:38,Robert,James
Amazon Fresh Delivery,grocery_net,27.02,2019-01-01 05:05:47,Michael,Williams
Netflix Subscription,entertainment,6.5,2019-01-01 05:06:53,Bianca,Scott
Dollar Tree,misc_pos,45.4,2019-01-01 05:07:11,Monique,Robinson
Circle K,misc_pos,26.86,2019-01-01 05:08:39,Karen,Ryan
Online Shopping,shopping_net,17.28,2019-01-01 05:10:04,Corey,Jones
Apple Music,entertainment,141.63,2019-01-01 05:11:25,Melinda,Gutierrez
Instacart Grocery,grocery_net,56.31,2019-01-01 05:11:42,Jordan,May
Whole Foods Delivery,grocery_net,105.66,2019-01-01 05:12:31,Dakota,Maldonado
YouTube Premium,entertainment,53.49,2019-01-01 05:13:34,Krystal,Gamble
Target Grocery Online,grocery_net,48.31,2019-01-01 05:14:57,Wayne,Marsh
Airport Parking,gas_transport,81.25,2019-01-01 05:16:45,Kathleen,Heath
Instacart Grocery,grocery_net,106.82,2019-01-01 05:16:53,Mary,Lewis
Personal Loan,misc_pos,7.38,2019-01-01 05:17:25,Allison,Allen
Taxi Cab,gas_transport,65.94,2019-01-01 05:19:15,Margaret,Gibson
Fresh Market Grocery,grocery_pos,193.1,2019-01-01 05:19:17,Margaret,Ward
Parking Garage,gas_transport,75.19,2019-01-01 05:19:28,Larry,House
Giant Eagle,grocery_pos,124.33,2019-01-01 05:19:42,Breanna,Rodriguez
Valero Gas,gas_transport,46.81,2019-01-01 05:20:01,Jonathan,Castro
Target Grocery,grocery_pos,47.33,2019-01-01 05:24:49,Gregory,Graham
Nordstrom Store,shopping_pos,8.31,2019-01-01 05:26:20,Patricia,Rodriguez
Chevron Gas,gas_transport,79.27,2019-01-01 05:26:32,Wayne,Payne
Digital Service,misc_net,494.16,2019-01-01 05:27:27,Kelsey,Richards
Health Insurance,misc_pos,209.53,2019-01-01 05:27:45,Susan,Hardy
Food Lion Grocery,grocery_pos,184.79,2019-01-01 05:28:45,Susan,Hardy
Food Lion Grocery,grocery_pos,92.31,2019-01-01 05:29:44,Renee,Parrish
Speedway Gas,gas_transport,84.88,2019-01-01 05:30:09,Rachel,Villarreal
Venmo Transfer,misc_net,2.83,2019-01-01 05:31:12,Kenneth,Doyle
Train Fare,gas_transport,46.22,2019-01-01 05:32:10,Danielle,Evans
Shell Gas Station,gas_transport,68.38,2019-01-01 05:32:48,William,Jenkins
Parking Garage,gas_transport,55.52,2019-01-01 05:33:39,Mackenzie,Salazar
Speedway Gas,gas_transport,53.62,2019-01-01 05:35:49,Linda,Park
Valero Gas,gas_transport,51.84,2019-01-01 05:36:15,Joanne,Padilla
Gas Fill Up,gas_transport,46.66,2019-01-01 05:36:16,Melody,Thompson
Costco Wholesale,grocery_pos,187.35,2019-01-01 05:36:28,Margaret,Ray
Cloud Storage Fee,misc_net,6.28,2019-01-01 05:36:29,Robert,Williams
Insurance Premium,misc_pos,45.24,2019-01-01 05:36:54,Kevin,Walters
Target Grocery,grocery_pos,89.95,2019-01-01 05:38:26,Richard,Carter
Lyft Ride,gas_transport,53.86,2019-01-01 05:39:36,Danielle,Hayden
Parking Meter,gas_transport,56.65,2019-01-01 05:39:44,Christine,Johnson
App Store Purchase,misc_net,217.59,2019-01-01 05:40:01,Lisa,Mendez
Costco Wholesale,grocery_pos,103.95,2019-01-01 05:40:03,Jeffrey,White
Food Lion Grocery,grocery_pos,72.43,2019-01-01 05:40:53,Ashley,Mcdonald
Kroger Store,grocery_pos,71.03,2019-01-01 05:41:08,Connor,Grant
Whole Foods Market,grocery_pos,175.26,2019-01-01 05:41:23,Tara,Campbell
Wegmans Food,grocery_pos,104.14,2019-01-01 05:43:35,Toni,Gomez
Valero Gas,gas_transport,62.62,2019-01-01 05:44:16,Cassandra,Sanders
Entertainment Venue,entertainment,67.8,2019-01-01 05:44:38,Carl,Hernandez
Etsy Handmade,shopping_net,1.14,2019-01-01 05:44:39,Kenneth,Richards
Health Insurance,misc_pos,6.96,2019-01-01 05:45:57,Monique,Martin
Credit Card Payment,misc_pos,9.03,2019-01-01 05:46:18,Shannon,Patterson
Gas Fill Up,gas_transport,62.28,2019-01-01 05:46:28,Scott,Edwards
Aldi Grocery,grocery_pos,56.88,2019-01-01 05:47:36,Justin,Bell
Safeway Grocery,grocery_pos,103.51,2019-01-01 05:48:23,Catherine,Weber
Applebees Grill,food_dining,45.04,2019-01-01 05:48:32,Christopher,Gomez
Parking Meter,gas_transport,32.6,2019-01-01 05:50:09,Helen,Campbell
Internet Payment,misc_net,25.2,2019-01-01 05:52:25,Jennifer,Vance
Harris Teeter,grocery_pos,83.38,2019-01-01 05:52:39,Mary,Mcintyre
Best Buy Online,shopping_net,321.15,2019-01-01 05:52:51,Jacob,Weber
Etsy Handmade,shopping_net,30.86,2019-01-01 05:54:49,Taylor,Khan
Parking Garage,gas_transport,42.79,2019-01-01 05:55:04,Charles,Preston
7-Eleven Store,misc_pos,5.24,2019-01-01 05:55:28,Monique,Martin
Concert Tickets,entertainment,42.83,2019-01-01 05:56:17,Kathleen,Thompson
Walmart Grocery Delivery,grocery_net,74.85,2019-01-01 05:56:54,Terri,Bailey
Walmart Grocery,grocery_pos,109.17,2019-01-01 05:56:54,Kimberly,Miller
Trader Joes,grocery_pos,62.94,2019-01-01 05:56:55,Robin,Smith
Phillips 66 Gas,gas_transport,102.45,2019-01-01 05:56:58,Justin,Bell
Student Loan Payment,misc_pos,5.45,2019-01-01 05:58:34,Tami,Forbes
Stop Shop Grocery,grocery_pos,34.0,2019-01-01 05:58:36,Cheryl,Morgan
Online Subscription,misc_net,7.81,2019-01-01 05:58:41,Renee,Parrish
Food 4 Less,grocery_pos,110.63,2019-01-01 05:59:23,Laura,Johns
Food Lion Grocery,grocery_pos,83.69,2019-01-01 05:59:53,Amanda,Wheeler
Bowling Alley,entertainment,60.78,2019-01-01 05:59:55,Jason,Mcmahon
Etsy Handmade,shopping_net,85.24,2019-01-01 06:00:37,Steven,Yoder
Texaco Station,gas_transport,68.47,2019-01-01 06:03:32,Lauren,Anderson
Convenience Store,misc_pos,138.38,2019-01-01 06:07:03,Ariana,Campbell
Best Buy Electronics,shopping_pos,15.44,2019-01-01 06:08:11,Rita,Myers
Taxi Cab,gas_transport,52.09,2019-01-01 06:09:41,Mary,Lewis
Texaco Station,gas_transport,73.5,2019-01-01 06:09:43,Francisco,Hernandez
Safeway Grocery,grocery_pos,120.08,2019-01-01 06:10:18,Kayla,Jones
Giant Eagle,grocery_pos,85.88,2019-01-01 06:10:23,Kathleen,Thompson
Personal Loan,misc_pos,1.34,2019-01-01 06:10:27,Tommy,Dixon
Walmart Grocery,grocery_pos,146.38,2019-01-01 06:12:30,Martin,Duarte
Citgo Gas,gas_transport,56.09,2019-01-01 06:14:00,Robert,Sanchez
Food 4 Less,grocery_pos,107.69,2019-01-01 06:14:06,Stephen,Lopez
Gap Store,shopping_pos,1.95,2019-01-01 06:15:18,Patricia,Mendoza
Etsy Handmade,shopping_net,10.09,2019-01-01 06:15:36,Lisa,Mendez
Yellow Cab,gas_transport,107.32,2019-01-01 06:16:19,Dustin,Roberts
Gas Fill Up,gas_transport,69.75,2019-01-01 06:17:31,Melissa,Brown
Online Service Fee,misc_net,5.34,2019-01-01 06:17:56,Brooke,Smith
Ross Dress,shopping_pos,4.12,2019-01-01 06:19:16,Tara,Richards
Metro Bus,gas_transport,75.42,2019-01-01 06:19:49,Carrie,Lewis
Trader Joes,grocery_pos,199.55,2019-01-01 06:20:49,Erin,Chavez
Supermarket Shopping,grocery_pos,89.52,2019-01-01 06:20:57,Teresa,Stein
Food Lion Grocery,grocery_pos,56.57,2019-01-01 06:21:19,Michael,Francis
Amusement Park,entertainment,1.86,2019-01-01 06:21:35,Joseph,Moody
Ross Dress,shopping_pos,8.75,2019-01-01 06:21:54,John,Hudson
PayPal Payment,misc_net,9.41,2019-01-01 06:22:54,John,Clarke
FreshDirect Online,grocery_net,47.51,2019-01-01 06:22:56,Mark,Tyler
Taxi Cab,gas_transport,94.48,2019-01-01 06:24:47,Stephanie,Gill
Uber Ride,gas_transport,79.27,2019-01-01 06:24:59,Christine,Burns
Regal Cinemas,entertainment,19.91,2019-01-01 06:25:00,Haley,Wagner
Yellow Cab,gas_transport,79.39,2019-01-01 06:25:07,Eric,Preston
Department Store,shopping_pos,5.05,2019-01-01 06:25:40,Danielle,Walker
Credit Card Payment,misc_pos,6.92,2019-01-01 06:26:31,Edward,Tapia
Entertainment Venue,entertainment,2.3,2019-01-01 06:27:39,Bianca,Scott
Gas Fill Up,gas_transport,56.62,2019-01-01 06:28:31,Kimberly,Castro
Internet Payment,misc_net,9.09,2019-01-01 06:29:04,Drew,Garcia
Target Grocery,grocery_pos,102.1,2019-01-01 06:29:23,Danielle,Yu
Safeway Grocery,grocery_pos,168.42,2019-01-01 06:29:43,Lisa,Mendez
Trader Joes,grocery_pos,138.23,2019-01-01 06:31:07,William,Cannon
Valero Gas,gas_transport,69.72,2019-01-01 06:32:36,Karen,Gordon
Whole Foods Delivery,grocery_net,48.39,2019-01-01 06:33:35,Jacqueline,Caldwell
BP Gas Station,gas_transport,53.33,2019-01-01 06:34:21,Destiny,Lowe
Macys Department,shopping_pos,142.88,2019-01-01 06:35:07,Thomas,Hale
Food 4 Less,grocery_pos,98.01,2019-01-01 06:36:16,Joseph,Wagner
Sams Club,grocery_pos,154.0,2019-01-01 06:37:09,Tami,Forbes
Yellow Cab,gas_transport,47.19,2019-01-01 06:38:11,Melissa,Krause
Target Online,shopping_net,38.21,2019-01-01 06:39:36,Bridget,Bowen
Variety Store,misc_pos,76.4,2019-01-01 06:39:59,Kimberly,Gonzalez
Macys Department,shopping_pos,15.73,2019-01-01 06:40:54,Melissa,Krause
Phillips 66 Gas,gas_transport,43.05,2019-01-01 06:41:08,Laura,Walker
Piggly Wiggly,grocery_pos,50.18,2019-01-01 06:43:04,Brandon,Bridges
Walmart Grocery,grocery_pos,127.55,2019-01-01 06:43:48,Bryan,Miller
Domain Registration,misc_net,1636.87,2019-01-01 06:43:54,Margaret,Williams
Digital Service,misc_net,6.7,2019-01-01 06:44:00,Christopher,Ortega
Aldi Grocery,grocery_pos,65.52,2019-01-01 06:44:08,Christopher,Luna
Aldi Grocery,grocery_pos,94.7,2019-01-01 06:47:11,Brittany,Cox
Whole Foods Delivery,grocery_net,60.32,2019-01-01 06:48:12,Larry,House
Digital Download,misc_net,5.68,2019-01-01 06:48:36,Jason,Gray
Web Hosting,misc_net,199.91,2019-01-01 06:48:38,Janet,Carpenter
Gas Fill Up,gas_transport,69.77,2019-01-01 06:50:07,John,Stevens
Parking Garage,gas_transport,78.73,2019-01-01 06:50:28,Jesse,Roberts
Sams Club,grocery_pos,95.02,2019-01-01 06:50:59,Jessica,Werner
Speedway Gas,gas_transport,48.1,2019-01-01 06:52:31,Kristen,Allen
Best Buy Online,shopping_net,6.64,2019-01-01 06:53:10,Cody,Miller
Taxi Cab,gas_transport,46.58,2019-01-01 06:53:26,Travis,Hayes
Health Insurance,misc_pos,40.77,2019-01-01 06:53:49,Joseph,Murray
Internet Order,shopping_net,7.12,2019-01-01 06:53:54,Sandra,Davies
Exxon Mobil Gas,gas_transport,64.92,2019-01-01 06:54:07,William,Lopez
Mini Golf,entertainment,1.9,2019-01-01 06:54:49,Justin,Gay
Toll Road,gas_transport,50.13,2019-01-01 06:55:20,Rebecca,Butler
Metro Bus,gas_transport,37.0,2019-01-01 06:55:29,Mackenzie,Salazar
Walgreens Store,misc_pos,8.73,2019-01-01 06:55:58,William,Thompson
Whole Foods Market,grocery_pos,157.71,2019-01-01 06:56:09,Tina,Zimmerman
Subway Fare,gas_transport,56.5,2019-01-01 06:56:09,Monica,Cohen
Piggly Wiggly,grocery_pos,78.49,2019-01-01 06:56:10,Sara,Ramirez
Macys Online,shopping_net,87.84,2019-01-01 06:56:12,Michael,Lee
Toll Road,gas_transport,61.04,2019-01-01 06:56:57,James,Stephens
Hardware Store,misc_pos,100.93,2019-01-01 06:58:34,Sara,Harris
Costco Wholesale,grocery_pos,136.43,2019-01-01 06:59:09,Melissa,Krause
Taxi Cab,gas_transport,68.73,2019-01-01 07:00:46,Monica,Tucker
Yellow Cab,gas_transport,77.02,2019-01-01 07:01:02,Gary,Barnes
Amazon Purchase,shopping_net,6.48,2019-01-01 07:03:11,Christine,Davis
Aldi Grocery,grocery_pos,66.52,2019-01-01 07:03:44,John,Mccormick
Marathon Gas Station,gas_transport,60.1,2019-01-01 07:03:48,Danielle,Hayden
Venmo Transfer,misc_net,5.78,2019-01-01 07:04:58,Melinda,Gutierrez
Web Hosting,misc_net,124.79,2019-01-01 07:05:11,Diane,Smith
7-Eleven Store,misc_pos,9.82,2019-01-01 07:06:26,Joseph,Wagner
Mobil Gas,gas_transport,61.41,2019-01-01 07:07:14,Frank,Foster
Target Grocery Online,grocery_net,51.28,2019-01-01 07:09:10,Lori,Bishop
Bridge Toll,gas_transport,92.76,2019-01-01 07:10:26,Patricia,Mendoza
Instacart Grocery,grocery_net,42.54,2019-01-01 07:11:51,Joshua,Cohen
Yellow Cab,gas_transport,71.06,2019-01-01 07:11:55,Jackie,Davis
Software License,misc_net,4.26,2019-01-01 07:12:30,James,Cooper
Chilis Restaurant,food_dining,74.09,2019-01-01 07:13:01,Bethany,Andrade
Ross Dress,shopping_pos,6.59,2019-01-01 07:13:29,Erik,Stevens
Stop Shop Grocery,grocery_pos,67.98,2019-01-01 07:14:48,Carl,Hernandez
Aldi Grocery,grocery_pos,106.83,2019-01-01 07:15:39,Michael,Jones
Yellow Cab,gas_transport,56.59,2019-01-01 07:16:40,Cesar,Smith
TJ Maxx,shopping_pos,6.71,2019-01-01 07:16:45,Katherine,Pennington
Disney Plus,entertainment,16.08,2019-01-01 07:17:04,Justin,Gay
Aldi Grocery,grocery_pos,63.22,2019-01-01 07:17:49,Erika,Mason
Harris Teeter,grocery_pos,60.65,2019-01-01 07:17:54,Antonio,Koch
Department Store,shopping_pos,127.09,2019-01-01 07:18:31,Tyler,Garcia
Zappos Shoes,shopping_net,4.56,2019-01-01 07:19:44,Jessica,Shaw
Publix Supermarket,grocery_pos,99.92,2019-01-01 07:19:58,Jessica,Werner
Citgo Gas,gas_transport,60.15,2019-01-01 07:20:02,Nancy,Roach
Marathon Gas Station,gas_transport,42.1,2019-01-01 07:20:08,Kylie,Kirby
Supermarket Shopping,grocery_pos,205.76,2019-01-01 07:22:34,Mary,Pruitt
City Bus,gas_transport,55.68,2019-01-01 07:23:08,Richard,Carter
Food 4 Less,grocery_pos,194.98,2019-01-01 07:23:20,Rebecca,Erickson
7-Eleven Store,misc_pos,40.8,2019-01-01 07:23:41,Jessica,Garcia
Arcade Games,entertainment,22.82,2019-01-01 07:23:53,Robert,Holland
Food Lion Grocery,grocery_pos,212.87,2019-01-01 07:24:26,Mary,Pruitt
Gas Fill Up,gas_transport,31.66,2019-01-01 07:26:11,William,Cannon
Online Subscription,misc_net,23.05,2019-01-01 07:26:45,Teresa,Clark
Online Shopping,shopping_net,83.17,2019-01-01 07:26:56,Stephen,Lopez
Amazon Fresh Delivery,grocery_net,63.31,2019-01-01 07:28:02,Curtis,Young
Toll Road,gas_transport,77.83,2019-01-01 07:28:43,Tammie,Harper
Digital Download,misc_net,3.68,2019-01-01 07:30:46,Dalton,Jones
Stop Shop Grocery,grocery_pos,95.8,2019-01-01 07:32:11,Michael,Vargas
eBay Buy,shopping_net,3.15,2019-01-01 07:33:15,Julie,Johnson
Miscellaneous Purchase,misc_pos,508.59,2019-01-01 07:33:23,Savannah,Lewis
Phillips 66 Gas,gas_transport,55.35,2019-01-01 07:33:29,Robert,James
Fresh Market Grocery,grocery_pos,123.2,2019-01-01 07:34:12,Heather,Roberts
E-commerce Purchase,shopping_net,1.13,2019-01-01 07:34:25,Laura,Walker
Shell Gas Station,gas_transport,91.22,2019-01-01 07:34:46,Erin,Chavez
Kohls Department,shopping_pos,8.19,2019-01-01 07:35:41,Krystal,Gamble
Supermarket Shopping,grocery_pos,78.8,2019-01-01 07:36:27,Bradley,Martinez
Starbucks Coffee,food_dining,116.04,2019-01-01 07:36:49,Linda,Gonzalez
Mobil Gas,gas_transport,63.54,2019-01-01 07:38:47,Emily,Hall
Airport Parking,gas_transport,68.85,2019-01-01 07:39:00,Aaron,Murray
Domain Registration,misc_net,9.21,2019-01-01 07:39:34,Olivia,Stephenson
Web Hosting,misc_net,76.86,2019-01-01 07:43:34,Collin,Brown
Harris Teeter,grocery_pos,150.82,2019-01-01 07:43:51,Matthew,Russell
Marathon Gas Station,gas_transport,51.44,2019-01-01 07:44:56,Mark,Wood
Mobil Gas,gas_transport,57.83,2019-01-01 07:46:48,Laura,Casey
Yellow Cab,gas_transport,69.05,2019-01-01 07:47:22,Mary,Williams
TJ Maxx,shopping_pos,147.56,2019-01-01 07:47:32,Jeremy,Moore
Sunoco Gas,gas_transport,77.62,2019-01-01 07:47:43,Amanda,Williams
Walgreens Store,misc_pos,42.88,2019-01-01 07:48:52,April,Johnson
FreshDirect Online,grocery_net,30.93,2019-01-01 07:49:18,Vincent,Flowers
Zara Clothing,shopping_pos,117.96,2019-01-01 07:53:22,Patrick,Torres
Cloud Storage Fee,misc_net,3.18,2019-01-01 07:54:20,Jeffery,Sanders
Trader Joes,grocery_pos,125.69,2019-01-01 07:55:19,Eric,Preston
Amazon Purchase,shopping_net,8.11,2019-01-01 07:55:38,Tanner,Davis
Miscellaneous Purchase,misc_pos,3.34,2019-01-01 07:55:52,Bethany,Andrade
Student Loan Payment,misc_pos,32.44,2019-01-01 07:56:28,Thomas,Hale
Citgo Gas,gas_transport,66.36,2019-01-01 07:56:54,Michelle,Gregory
Piggly Wiggly,grocery_pos,105.76,2019-01-01 07:57:22,Jessica,Dominguez
Amazon Fresh Delivery,grocery_net,51.66,2019-01-01 07:57:31,Jennifer,Bishop
Ross Dress,shopping_pos,127.2,2019-01-01 07:57:37,Jesse,Roberts
Car Loan Payment,misc_pos,4.21,2019-01-01 07:57:48,Gary,Hall
Zara Clothing,shopping_pos,113.41,2019-01-01 07:57:58,William,Thomas
Victoria Secret,shopping_pos,5.05,2019-01-01 07:58:00,Cassandra,Nunez
Grocery Delivery Service,grocery_net,49.76,2019-01-01 07:59:47,Allen,Bell
Target Store,shopping_pos,9.37,2019-01-01 08:01:02,Christopher,Raymond
Whole Foods Market,grocery_pos,134.75,2019-01-01 08:02:38,Margaret,Williams
Exxon Mobil Gas,gas_transport,92.32,2019-01-01 08:03:33,Drew,Garcia
Sams Club,grocery_pos,218.2,2019-01-01 08:03:42,Terri,Bailey
Sunoco Gas,gas_transport,40.03,2019-01-01 08:04:18,Jerry,Robinson
Personal Loan,misc_pos,35.42,2019-01-01 08:04:45,William,Jenkins
Online Service Fee,misc_net,4.32,2019-01-01 08:05:04,Katherine,Tucker
Valero Gas,gas_transport,60.17,2019-01-01 08:05:59,Kelly,Zimmerman
Food 4 Less,grocery_pos,18.8,2019-01-01 08:06:24,Tyler,Wright
Electronics Store,shopping_pos,3.54,2019-01-01 08:06:44,Michelle,Juarez
Aldi Grocery,grocery_pos,185.1,2019-01-01 08:08:34,Joanna,Hudson
Speedway Gas,gas_transport,49.47,2019-01-01 08:09:01,Michelle,Juarez
Marathon Gas Station,gas_transport,90.06,2019-01-01 08:10:41,Richard,Waters
CVS Pharmacy,misc_pos,4.26,2019-01-01 08:10:55,Kyle,Wright
Marathon Gas Station,gas_transport,49.68,2019-01-01 08:12:07,Amanda,Spencer
Venmo Transfer,misc_net,407.42,2019-01-01 08:13:00,Joanne,Padilla
E-commerce Purchase,shopping_net,31.19,2019-01-01 08:13:27,Willie,Jordan
Publix Supermarket,grocery_pos,97.46,2019-01-01 08:14:00,Peter,Caldwell
Variety Store,misc_pos,6.72,2019-01-01 08:14:16,Debra,Eaton
Sunoco Gas,gas_transport,90.49,2019-01-01 08:14:31,Robert,Drake
Food Lion Grocery,grocery_pos,45.74,2019-01-01 08:14:32,Matthew,Lambert
Toll Road,gas_transport,74.17,2019-01-01 08:15:39,Juan,Sherman
Costco Wholesale,grocery_pos,85.51,2019-01-01 08:16:21,Greg,Villarreal
Bakery,food_dining,14.85,2019-01-01 08:16:23,Haley,Wagner
Walgreens Store,misc_pos,14.92,2019-01-01 08:18:43,Elizabeth,Maxwell
Exxon Mobil Gas,gas_transport,63.6,2019-01-01 08:19:46,Billy,Mcdonald
Miscellaneous Purchase,misc_pos,242.85,2019-01-01 08:21:04,Judith,Moss
Piggly Wiggly,grocery_pos,114.74,2019-01-01 08:21:48,Christina,Eaton
Target Online,shopping_net,7.72,2019-01-01 08:22:57,Joseph,Morgan
Metro Bus,gas_transport,74.09,2019-01-01 08:23:33,Jacob,Dawson
Yellow Cab,gas_transport,90.07,2019-01-01 08:23:38,Robert,Drake
Shipt Grocery,grocery_net,66.41,2019-01-01 08:24:20,Jessica,Ward
TJ Maxx,shopping_pos,208.25,2019-01-01 08:24:59,Joseph,Moody
Food Lion Grocery,grocery_pos,201.12,2019-01-01 08:27:50,Allison,Ayala
Target Grocery,grocery_pos,86.24,2019-01-01 08:27:50,Scott,Martin
Digital Download,misc_net,119.3,2019-01-01 08:29:02,Kurt,Peters
Internet Payment,misc_net,283.55,2019-01-01 08:29:50,Joshua,Carpenter
Instacart Grocery,grocery_net,43.99,2019-01-01 08:32:11,Hayden,Sanders
Amazon Fresh Delivery,grocery_net,41.51,2019-01-01 08:32:34,Nathan,Mendoza
Old Navy Clothing,shopping_pos,1.28,2019-01-01 08:33:06,Amber,Thornton
Train Fare,gas_transport,38.47,2019-01-01 08:33:19,Lisa,Collins
Toll Road,gas_transport,57.4,2019-01-01 08:34:31,Alyssa,Morgan
Old Navy Clothing,shopping_pos,2.06,2019-01-01 08:34:47,Matthew,Young
Zara Clothing,shopping_pos,131.19,2019-01-01 08:35:00,Jason,Hernandez
Web Hosting,misc_net,74.21,2019-01-01 08:35:38,Rebecca,Erickson
Aldi Grocery,grocery_pos,206.85,2019-01-01 08:36:25,Crystal,Gamble
Walmart Grocery Delivery,grocery_net,61.74,2019-01-01 08:36:49,Timothy,Gomez
Car Loan Payment,misc_pos,96.38,2019-01-01 08:37:21,Michelle,Johnston
Trader Joes,grocery_pos,101.95,2019-01-01 08:40:04,Marissa,Powell
Target Grocery,grocery_pos,109.09,2019-01-01 08:40:17,Zachary,Allen
Publix Supermarket,grocery_pos,115.3,2019-01-01 08:40:38,Taylor,Khan
